maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO003210,M12B,2026-07-12 02:29:00,PM,124.1
WO003211,M19A,2026-05-23 02:36:00,calibration,174.4
WO003212,M04B,2026-02-04 01:56:00,PM,78.3
WO003213,M18A,2026-07-02 14:37:00,calibration,143.7
WO003214,M25B,2026-01-10 11:59:00,PM,14.6
WO003215,M20B,2026-08-04 09:56:00,corrective,123.3
WO003216,M13A,2026-07-26 04:50:00,PM,123.3
WO003217,M22B,2026-09-25 22:35:00,PM,48.6
WO003218,M17B,2026-01-28 13:15:00,PM,36.5
WO003219,M02A,2026-09-24 20:27:00,PM,92.9
WO003220,M20B,2026-03-01 18:20:00,PM,40.5
WO003221,M09B,2026-05-22 04:34:00,PM,62.3
WO003222,M02A,2026-04-03 18:44:00,corrective,62.5
WO003223,M19A,2026-04-18 22:02:00,PM,17.8
WO003224,M18B,2026-04-16 10:58:00,corrective,112.5
WO003225,M23B,2026-08-23 12:22:00,PM,79.3
WO003226,M22A,2026-02-23 12:35:00,PM,7.1
WO003227,M26A,2026-05-01 09:55:00,inspection,90.6
WO003228,M20A,2026-08-17 10:04:00,PM,23.8
WO003229,M11A,2026-01-29 23:18:00,inspection,58.3
WO003230,M09A,2026-10-12 20:26:00,PM,22.3
WO003231,M24B,2026-02-21 01:42:00,calibration,37.7
WO003232,M03A,2026-05-04 23:52:00,PM,69.3
WO003233,M11B,2026-03-03 13:01:00,calibration,41.2
WO003234,M20B,2026-02-15 08:25:00,inspection,96.2
WO003235,M21A,2026-05-17 15:44:00,PM,86.9
WO003236,M09B,2026-04-26 04:08:00,corrective,79.9
WO003237,M20A,2026-08-17 09:06:00,PM,47.2
WO003238,M22B,2026-10-10 13:00:00,PM,31.0
WO003239,M04A,2026-06-18 11:14:00,PM,77.2
WO003240,M17A,2026-05-28 10:41:00,PM,45.5
WO003241,M05B,2026-08-01 16:22:00,corrective,26.9
WO003242,M04A,2026-09-24 17:04:00,PM,40.9
WO003243,M10A,2026-06-01 03:10:00,PM,22.2
WO003244,M11A,2026-04-29 06:39:00,PM,26.9
WO003245,M12B,2026-01-05 05:56:00,PM,41.6
WO003246,M23A,2026-01-03 23:36:00,corrective,82.1
WO003247,M25B,2026-06-10 01:46:00,PM,40.8
WO003248,M06A,2026-03-29 18:08:00,calibration,58.3
WO003249,M08B,2026-03-03 19:57:00,PM,126.1
WO003250,M01B,2026-01-18 04:12:00,PM,30.1
WO003251,M03A,2026-05-26 11:03:00,PM,56.9
WO003252,M26A,2026-02-13 04:23:00,corrective,51.4
WO003253,M14A,2026-03-15 21:35:00,PM,78.7
WO003254,M19A,2026-10-26 04:10:00,PM,112.1
WO003255,M19B,2026-03-19 05:50:00,calibration,40.8
WO003256,M02A,2026-06-29 01:46:00,calibration,53.2
WO003257,M18A,2026-01-20 09:57:00,PM,45.0
WO003258,M05A,2026-06-04 23:12:00,inspection,35.0
WO003259,M05B,2026-02-22 13:10:00,calibration,136.5
WO003260,M21B,2026-01-08 20:27:00,corrective,24.3
WO003261,M01B,2026-07-23 16:49:00,calibration,5.0
WO003262,M05B,2026-05-01 09:22:00,PM,102.1
WO003263,M12B,2026-09-08 13:10:00,PM,92.8
WO003264,M06B,2026-10-16 00:38:00,PM,32.8
WO003265,M01B,2026-02-01 09:16:00,PM,53.1
WO003266,M17A,2026-02-16 22:23:00,inspection,66.6
WO003267,M11A,2026-09-09 19:22:00,PM,53.5
WO003268,M26B,2026-08-20 19:02:00,calibration,28.7
WO003269,M24A,2026-06-04 15:02:00,PM,52.7
WO003270,M18B,2026-07-14 22:18:00,corrective,201.9
WO003271,M02B,2026-07-16 01:31:00,calibration,50.4
WO003272,M13A,2026-09-28 02:08:00,inspection,83.4
WO003273,M02B,2026-07-12 15:37:00,PM,116.8
WO003274,M23A,2026-09-20 15:29:00,PM,78.6
WO003275,M11B,2026-04-09 03:35:00,corrective,52.0
WO003276,M26B,2026-07-06 04:19:00,PM,25.0
WO003277,M14B,2026-09-11 00:49:00,calibration,53.1
WO003278,M26A,2026-05-05 07:33:00,PM,33.3
WO003279,M05A,2026-01-13 22:14:00,calibration,52.7
WO003280,M12A,2026-10-24 05:23:00,PM,32.8
WO003281,M22B,2026-04-14 14:56:00,PM,54.2
WO003282,M06B,2026-06-26 20:43:00,inspection,26.8
WO003283,M20B,2026-06-29 04:12:00,corrective,121.4
WO003284,M03A,2026-03-25 21:32:00,PM,91.2
WO003285,M02B,2026-02-11 00:59:00,PM,135.7
WO003286,M15A,2026-06-10 12:40:00,PM,116.8
WO003287,M07B,2026-08-17 00:07:00,corrective,49.6
WO003288,M12B,2026-03-19 10:49:00,PM,128.6
WO003289,M15A,2026-07-31 11:39:00,PM,5.0
WO003290,M07A,2026-01-08 13:08:00,corrective,32.4
WO003291,M06A,2026-09-15 02:45:00,calibration,80.6
WO003292,M01B,2026-01-20 22:15:00,inspection,142.3
WO003293,M13B,2026-07-26 12:47:00,PM,60.3
WO003294,M22A,2026-09-10 19:46:00,PM,58.0
WO003295,M17B,2026-09-13 16:37:00,corrective,43.3
WO003296,M18A,2026-03-26 09:18:00,inspection,26.2
WO003297,M17A,2026-04-17 03:31:00,corrective,60.4
WO003298,M16A,2026-08-12 21:35:00,PM,80.7
WO003299,M12A,2026-04-27 07:29:00,PM,128.1
WO003300,M06B,2026-08-30 07:34:00,corrective,34.6
WO003301,M11A,2026-10-18 15:47:00,PM,62.3
WO003302,M27A,2026-08-03 02:28:00,PM,37.1
WO003303,M05A,2026-04-10 01:03:00,corrective,85.0
WO003304,M13A,2026-02-21 06:05:00,PM,51.8
WO003305,M21B,2026-01-06 19:30:00,PM,20.2
WO003306,M19B,2026-01-27 13:47:00,PM,25.9
WO003307,M07B,2026-03-11 23:43:00,PM,59.8
WO003308,M26B,2026-03-06 20:19:00,PM,32.4
WO003309,M15A,2026-03-07 12:21:00,calibration,82.4
WO003310,M16A,2026-10-04 23:15:00,corrective,69.0
WO003311,M22A,2026-08-20 11:11:00,corrective,84.6
WO003312,M17A,2026-06-17 05:42:00,inspection,79.7
WO003313,M11B,2026-06-26 11:24:00,PM,45.8
WO003314,M20B,2026-05-24 03:48:00,PM,58.2
WO003315,M09A,2026-09-29 17:28:00,inspection,52.7
WO003316,M19B,2026-02-27 23:02:00,corrective,70.8
WO003317,M21A,2026-10-26 18:05:00,calibration,82.6
WO003318,M08A,2026-06-24 04:06:00,calibration,58.1
WO003319,M02A,2026-07-30 09:08:00,PM,33.8
WO003320,M01B,2026-04-07 20:36:00,calibration,37.3
WO003321,M01A,2026-03-30 20:01:00,PM,54.2
WO003322,M16B,2026-04-19 18:42:00,inspection,75.2
WO003323,M27A,2026-09-17 20:25:00,inspection,33.7
WO003324,M26A,2026-05-06 20:52:00,PM,79.1
WO003325,M14A,2026-07-15 19:58:00,PM,25.6
WO003326,M02A,2026-01-20 23:51:00,calibration,46.5
WO003327,M09B,2026-02-08 01:20:00,corrective,73.3
WO003328,M22A,2026-03-26 20:02:00,PM,49.3
WO003329,M14A,2026-09-04 18:05:00,corrective,56.7
WO003330,M22A,2026-07-13 06:10:00,inspection,54.2
WO003331,M22B,2026-03-27 00:55:00,calibration,20.8
WO003332,M25A,2026-07-02 23:03:00,calibration,41.7
WO003333,M21B,2026-05-18 04:52:00,corrective,26.5
WO003334,M15A,2026-04-09 15:12:00,calibration,116.7
WO003335,M14A,2026-02-14 09:56:00,calibration,62.5
WO003336,M21B,2026-03-31 02:26:00,inspection,268.3
WO003337,M02A,2026-10-18 11:54:00,corrective,186.6
WO003338,M28B,2026-10-27 10:23:00,inspection,19.8
WO003339,M17B,2026-01-12 04:54:00,corrective,93.9
WO003340,M09A,2026-04-27 12:02:00,PM,118.6
WO003341,M09A,2026-06-04 15:48:00,inspection,43.0
WO003342,M27B,2026-05-22 09:22:00,corrective,68.4
WO003343,M13B,2026-07-14 09:46:00,inspection,75.1
WO003344,M28B,2026-08-24 02:17:00,PM,123.9
WO003345,M16A,2026-08-28 15:33:00,calibration,30.2
WO003346,M07B,2026-02-27 12:27:00,PM,49.3
WO003347,M23A,2026-06-13 06:03:00,PM,120.3
WO003348,M12B,2026-02-08 00:38:00,calibration,91.7
WO003349,M22B,2026-10-05 03:04:00,PM,53.9
WO003350,M01A,2026-01-17 09:54:00,PM,53.4
WO003351,M24B,2026-08-10 10:51:00,inspection,16.5
WO003352,M13A,2026-07-22 01:30:00,PM,107.5
WO003353,M09B,2026-07-01 16:28:00,corrective,34.1
WO003354,M03B,2026-03-11 13:53:00,calibration,109.1
WO003355,M03A,2026-10-15 01:00:00,calibration,30.3
WO003356,M17B,2026-06-03 02:38:00,PM,183.9
WO003357,M12B,2026-10-16 10:25:00,PM,28.4
WO003358,M19B,2026-07-29 09:34:00,corrective,36.8
WO003359,M15A,2026-01-25 11:01:00,PM,26.5
WO003360,M17A,2026-08-22 09:33:00,PM,95.8
WO003361,M02B,2026-07-27 18:40:00,PM,16.0
WO003362,M03B,2026-05-04 11:04:00,PM,12.4
WO003363,M04B,2026-06-21 12:11:00,corrective,74.9
WO003364,M16B,2026-06-29 15:31:00,PM,37.4
WO003365,M19B,2026-08-21 15:14:00,PM,48.8
WO003366,M24B,2026-03-25 08:34:00,calibration,49.2
WO003367,M12B,2026-01-24 06:38:00,corrective,56.7
WO003368,M26B,2026-08-07 20:31:00,corrective,48.5
WO003369,M11B,2026-05-21 11:20:00,inspection,38.9
WO003370,M01A,2026-09-10 02:36:00,corrective,82.1
WO003371,M04B,2026-05-27 11:44:00,PM,83.9
WO003372,M03A,2026-08-10 09:57:00,inspection,11.7
WO003373,M23B,2026-02-02 19:59:00,inspection,29.1
WO003374,M28B,2026-02-02 06:08:00,calibration,15.3
WO003375,M14A,2026-05-27 02:02:00,corrective,29.3
WO003376,M18A,2026-10-03 21:21:00,PM,54.5
WO003377,M25A,2026-04-21 07:20:00,calibration,90.2
WO003378,M05B,2026-06-01 04:11:00,calibration,70.3
WO003379,M01A,2026-06-30 12:31:00,PM,19.7
WO003380,M12B,2026-09-16 03:51:00,inspection,67.4
WO003381,M14B,2026-05-22 05:00:00,corrective,45.7
WO003382,M01B,2026-06-08 17:21:00,inspection,32.5
WO003383,M03A,2026-05-31 14:07:00,corrective,119.9
WO003384,M24A,2026-05-24 01:16:00,inspection,37.4
WO003385,M20B,2026-07-30 04:28:00,PM,32.3
WO003386,M03A,2026-05-23 10:21:00,corrective,37.8
WO003387,M05B,2026-05-29 04:51:00,inspection,63.0
WO003388,M04A,2026-01-06 18:02:00,PM,122.0
WO003389,M08A,2026-07-25 22:25:00,corrective,163.3
WO003390,M28B,2026-01-08 15:29:00,PM,75.6
WO003391,M22B,2026-04-29 22:57:00,PM,37.2
WO003392,M06B,2026-03-01 01:16:00,PM,91.1
WO003393,M17A,2026-03-13 04:56:00,corrective,54.5
WO003394,M27B,2026-02-14 13:59:00,corrective,96.1
WO003395,M25B,2026-08-08 22:12:00,corrective,51.1
WO003396,M03A,2026-10-19 03:52:00,calibration,43.5
WO003397,M22A,2026-10-24 19:54:00,corrective,49.5
WO003398,M20A,2026-08-31 17:42:00,PM,31.1
WO003399,M17B,2026-10-05 11:02:00,corrective,8.1
WO003400,M27B,2026-09-13 15:26:00,inspection,49.2
WO003401,M12B,2026-05-06 07:55:00,PM,18.5
WO003402,M08B,2026-01-26 04:59:00,corrective,65.0
WO003403,M11A,2026-09-22 01:45:00,corrective,44.3
WO003404,M27B,2026-06-11 08:46:00,PM,19.4
WO003405,M20B,2026-02-24 02:59:00,corrective,43.9
WO003406,M11A,2026-01-30 13:20:00,PM,84.4
WO003407,M27A,2026-02-07 11:22:00,corrective,57.1
WO003408,M17A,2026-10-24 03:28:00,corrective,60.1
WO003409,M08B,2026-10-20 08:07:00,calibration,21.3
WO003410,M25B,2026-05-03 22:40:00,PM,110.3
WO003411,M05A,2026-04-05 12:04:00,PM,50.3
WO003412,M05A,2026-02-28 02:15:00,inspection,33.9
WO003413,M08A,2026-05-12 00:19:00,calibration,63.3
WO003414,M04A,2026-08-07 18:51:00,calibration,61.1
WO003415,M08A,2026-06-20 13:29:00,corrective,95.0
WO003416,M16B,2026-09-13 12:15:00,calibration,92.6
WO003417,M01B,2026-02-20 19:57:00,PM,30.8
WO003418,M01A,2026-02-18 01:00:00,corrective,20.7
WO003419,M15B,2026-07-28 12:09:00,corrective,134.2
WO003420,M10B,2026-01-28 03:03:00,corrective,31.6
WO003421,M10A,2026-10-10 21:08:00,corrective,77.5
WO003422,M22A,2026-01-31 00:53:00,PM,128.2
WO003423,M28B,2026-06-11 17:18:00,inspection,15.2
WO003424,M17A,2026-01-17 14:51:00,PM,131.8
WO003425,M28A,2026-03-06 21:59:00,PM,113.8
WO003426,M20A,2026-02-17 11:15:00,corrective,120.6
WO003427,M08A,2026-07-07 04:47:00,inspection,28.9
WO003428,M10B,2026-01-25 09:48:00,corrective,141.7
WO003429,M14B,2026-09-19 23:05:00,calibration,57.9
WO003430,M08B,2026-07-16 15:51:00,corrective,39.3
WO003431,M26A,2026-06-13 05:33:00,PM,59.2
WO003432,M03B,2026-06-19 16:10:00,corrective,48.2
WO003433,M28A,2026-07-18 01:56:00,PM,41.1
WO003434,M28A,2026-07-14 16:12:00,PM,22.4
WO003435,M15B,2026-08-24 08:20:00,PM,54.4
WO003436,M20B,2026-04-27 11:00:00,corrective,47.2
WO003437,M19A,2026-03-04 01:48:00,inspection,65.8
WO003438,M26A,2026-01-31 17:00:00,PM,34.3
WO003439,M10B,2026-10-23 17:34:00,PM,25.5
WO003440,M12B,2026-09-06 17:14:00,PM,68.3
WO003441,M20A,2026-08-10 09:50:00,PM,32.4
WO003442,M02A,2026-02-01 16:07:00,PM,8.9
WO003443,M24B,2026-09-22 00:12:00,corrective,231.9
WO003444,M23A,2026-01-18 01:54:00,PM,26.8
WO003445,M12B,2026-05-04 00:46:00,calibration,19.7
WO003446,M16A,2026-10-19 15:06:00,corrective,39.9
WO003447,M07A,2026-02-05 17:00:00,PM,79.9
WO003448,M08A,2026-03-28 20:48:00,PM,44.0
WO003449,M27A,2026-02-07 13:15:00,corrective,51.3
WO003450,M27B,2026-01-08 19:19:00,inspection,63.0
WO003451,M18B,2026-01-30 13:24:00,corrective,61.1
WO003452,M20A,2026-05-16 08:53:00,inspection,48.9
WO003453,M22A,2026-10-27 01:57:00,inspection,89.6
WO003454,M16B,2026-06-12 08:28:00,PM,19.8
WO003455,M07A,2026-06-26 19:42:00,calibration,98.0
WO003456,M08A,2026-06-15 22:23:00,PM,64.0
WO003457,M23B,2026-10-04 23:13:00,corrective,90.6
WO003458,M26A,2026-02-15 09:02:00,calibration,54.9
WO003459,M17A,2026-09-27 07:13:00,corrective,142.1
WO003460,M12B,2026-04-29 12:35:00,corrective,22.4
WO003461,M05A,2026-06-05 19:31:00,PM,29.5
WO003462,M08A,2026-06-12 19:40:00,calibration,156.2
WO003463,M06B,2026-09-02 17:29:00,PM,25.4
WO003464,M07B,2026-03-05 09:27:00,PM,48.2
WO003465,M04A,2026-06-07 18:06:00,corrective,52.5
WO003466,M22B,2026-09-02 14:28:00,corrective,17.9
WO003467,M28B,2026-02-25 14:59:00,corrective,30.5
WO003468,M27A,2026-04-28 06:28:00,inspection,5.0
WO003469,M10A,2026-02-01 18:23:00,PM,12.2
WO003470,M17A,2026-06-30 07:02:00,inspection,61.3
WO003471,M06B,2026-03-05 08:39:00,corrective,45.4
WO003472,M27B,2026-08-27 03:31:00,corrective,59.0
WO003473,M27A,2026-07-24 05:37:00,PM,19.3
WO003474,M19A,2026-02-17 12:54:00,PM,150.9
WO003475,M08A,2026-01-24 02:14:00,calibration,75.2
WO003476,M27A,2026-07-22 11:50:00,corrective,72.4
WO003477,M07A,2026-05-27 03:05:00,inspection,5.1
WO003478,M14A,2026-09-19 14:57:00,PM,43.4
WO003479,M02A,2026-02-08 20:47:00,PM,20.4
WO003480,M19A,2026-02-24 06:48:00,calibration,10.4
WO003481,M26A,2026-06-04 02:46:00,PM,29.9
WO003482,M14B,2026-04-22 18:20:00,PM,40.0
WO003483,M11A,2026-08-16 07:47:00,PM,27.0
WO003484,M05A,2026-08-13 08:02:00,PM,77.3
WO003485,M02B,2026-02-03 19:51:00,PM,45.4
WO003486,M25B,2026-07-21 23:06:00,PM,12.7
WO003487,M06B,2026-02-01 11:32:00,PM,33.7
WO003488,M14A,2026-06-29 15:11:00,corrective,37.5
WO003489,M05B,2026-03-28 16:07:00,PM,16.8
WO003490,M11B,2026-05-08 14:01:00,PM,54.3
WO003491,M24A,2026-07-01 13:43:00,PM,84.2
WO003492,M28A,2026-08-28 10:22:00,inspection,106.3
WO003493,M14B,2026-07-15 09:16:00,PM,13.0
WO003494,M06B,2026-01-02 17:14:00,PM,31.3
WO003495,M23B,2026-08-16 12:07:00,PM,34.2
WO003496,M27B,2026-08-27 23:13:00,PM,26.7
WO003497,M11B,2026-08-22 20:36:00,PM,34.5
WO003498,M16B,2026-01-04 21:10:00,corrective,97.1
WO003499,M13A,2026-04-12 06:36:00,inspection,46.2
WO003500,M09A,2026-07-28 13:42:00,inspection,56.0
WO003501,M16A,2026-02-12 09:22:00,inspection,19.2
WO003502,M27A,2026-03-12 16:26:00,corrective,35.7
WO003503,M09B,2026-09-22 04:31:00,PM,78.9
WO003504,M15B,2026-09-20 00:39:00,PM,88.1
WO003505,M04B,2026-01-07 20:46:00,corrective,97.8
WO003506,M11A,2026-02-02 06:23:00,PM,66.9
WO003507,M05A,2026-07-16 12:32:00,PM,53.2
WO003508,M13B,2026-06-11 06:00:00,inspection,32.5
WO003509,M01A,2026-04-25 21:37:00,corrective,36.4
WO003510,M26A,2026-09-18 20:27:00,PM,89.5
WO003511,M03A,2026-01-14 00:57:00,calibration,53.9
WO003512,M03A,2026-02-11 10:28:00,PM,28.7
WO003513,M20B,2026-04-18 07:26:00,corrective,56.1
WO003514,M02A,2026-08-23 20:34:00,PM,114.9
WO003515,M20B,2026-04-04 08:36:00,PM,39.3
WO003516,M07A,2026-10-19 03:56:00,corrective,34.7
WO003517,M08A,2026-05-31 14:04:00,corrective,63.6
WO003518,M14A,2026-05-12 22:42:00,corrective,178.8
WO003519,M15B,2026-02-25 10:22:00,inspection,57.4
WO003520,M06A,2026-06-06 04:32:00,PM,49.7
WO003521,M07B,2026-08-26 13:15:00,corrective,195.7
WO003522,M23A,2026-03-15 05:58:00,corrective,19.7
WO003523,M28A,2026-06-30 16:26:00,PM,27.9
WO003524,M18B,2026-05-17 11:52:00,inspection,32.8
WO003525,M11B,2026-01-11 13:01:00,PM,13.7
WO003526,M02B,2026-03-30 00:42:00,corrective,40.5
WO003527,M11B,2026-07-25 08:57:00,calibration,63.9
WO003528,M04B,2026-10-23 12:06:00,corrective,28.4
WO003529,M25B,2026-07-12 15:44:00,corrective,41.4
WO003530,M12B,2026-01-11 20:53:00,corrective,50.4
WO003531,M19A,2026-01-26 19:30:00,inspection,82.1
WO003532,M16B,2026-05-19 20:11:00,PM,93.4
WO003533,M23A,2026-04-11 10:45:00,PM,34.3
WO003534,M24A,2026-01-12 21:44:00,inspection,167.2
WO003535,M07A,2026-02-20 13:53:00,inspection,65.3
WO003536,M18B,2026-08-08 15:52:00,inspection,30.8
WO003537,M06B,2026-01-06 08:25:00,PM,140.1
WO003538,M28A,2026-02-26 13:02:00,PM,115.4
WO003539,M01B,2026-06-30 10:48:00,corrective,5.0
WO003540,M22A,2026-08-04 21:17:00,corrective,67.1
WO003541,M03B,2026-02-05 18:10:00,PM,50.9
WO003542,M17B,2026-09-29 21:38:00,corrective,18.2
WO003543,M24A,2026-04-26 19:58:00,inspection,12.0
WO003544,M11B,2026-07-15 08:52:00,inspection,76.4
WO003545,M15B,2026-08-31 17:18:00,calibration,62.4
WO003546,M28B,2026-04-09 14:22:00,PM,85.8
WO003547,M25B,2026-01-29 23:52:00,PM,5.0
WO003548,M25B,2026-10-01 08:26:00,PM,124.1
WO003549,M07B,2026-06-09 16:41:00,corrective,68.7
WO003550,M28A,2026-04-16 01:46:00,calibration,87.9
WO003551,M03B,2026-10-20 03:51:00,corrective,122.6
WO003552,M23B,2026-06-23 05:55:00,corrective,303.2
WO003553,M26A,2026-06-19 13:05:00,PM,156.5
WO003554,M20A,2026-09-09 08:47:00,corrective,96.5
WO003555,M13B,2026-07-24 10:34:00,PM,46.6
WO003556,M21A,2026-07-23 09:51:00,corrective,113.9
WO003557,M17B,2026-04-28 17:03:00,corrective,171.0
WO003558,M10B,2026-06-14 20:35:00,PM,47.0
WO003559,M27A,2026-08-28 08:05:00,corrective,50.1
WO003560,M11B,2026-06-05 09:30:00,calibration,29.9
WO003561,M08B,2026-07-08 06:53:00,PM,66.5
WO003562,M12A,2026-06-11 19:34:00,inspection,50.6
WO003563,M05A,2026-02-04 16:54:00,corrective,48.1
WO003564,M05B,2026-05-30 19:56:00,calibration,40.8
WO003565,M13A,2026-07-16 12:58:00,corrective,16.8
WO003566,M05A,2026-02-15 18:57:00,corrective,6.4
WO003567,M14B,2026-09-23 13:56:00,PM,10.3
WO003568,M22A,2026-10-22 03:52:00,PM,78.2
WO003569,M25B,2026-09-26 05:54:00,PM,99.2
WO003570,M22B,2026-07-05 12:23:00,corrective,113.3
WO003571,M07A,2026-01-28 06:52:00,inspection,70.3
WO003572,M10B,2026-10-06 18:41:00,corrective,32.6
WO003573,M22A,2026-07-30 04:26:00,PM,115.2
WO003574,M25A,2026-07-24 04:43:00,corrective,19.1
WO003575,M08B,2026-01-07 22:32:00,PM,132.9
WO003576,M20A,2026-09-05 11:37:00,corrective,26.9
WO003577,M22B,2026-08-02 12:59:00,PM,17.3
WO003578,M08B,2026-06-22 12:30:00,corrective,19.3
WO003579,M05B,2026-09-17 14:42:00,PM,32.0
WO003580,M05A,2026-04-05 04:24:00,inspection,27.9
WO003581,M10B,2026-03-11 19:58:00,PM,58.0
WO003582,M27A,2026-04-17 09:13:00,calibration,58.3
WO003583,M03B,2026-05-13 17:00:00,PM,39.6
WO003584,M15B,2026-04-01 06:34:00,corrective,185.1
WO003585,M13A,2026-08-04 22:46:00,calibration,52.4
WO003586,M28B,2026-05-27 11:34:00,PM,106.2
WO003587,M28A,2026-03-04 12:20:00,calibration,98.1
WO003588,M04B,2026-09-20 05:06:00,PM,56.9
WO003589,M26A,2026-02-04 17:52:00,PM,36.1
WO003590,M28B,2026-06-11 09:04:00,PM,23.8
WO003591,M02A,2026-09-20 03:19:00,calibration,17.6
WO003592,M10B,2026-10-02 19:12:00,PM,79.9
WO003593,M01B,2026-04-15 03:19:00,corrective,39.2
WO003594,M26A,2026-09-06 01:08:00,PM,54.3
WO003595,M10A,2026-08-01 16:35:00,calibration,64.8
WO003596,M01A,2026-06-11 16:36:00,calibration,56.3
WO003597,M28A,2026-08-12 13:20:00,PM,79.2
WO003598,M09A,2026-05-08 09:47:00,corrective,111.2
WO003599,M28A,2026-06-30 17:10:00,PM,122.9
WO003600,M26B,2026-03-18 15:30:00,PM,113.1
WO003601,M11B,2026-04-12 19:00:00,inspection,84.0
WO003602,M23B,2026-10-08 09:40:00,PM,40.4
WO003603,M22A,2026-04-07 18:35:00,calibration,64.6
WO003604,M11A,2026-09-20 22:54:00,PM,132.3
WO003605,M24B,2026-07-11 08:50:00,PM,11.6
WO003606,M13A,2026-09-20 06:28:00,PM,102.2
WO003607,M17B,2026-05-12 05:48:00,calibration,46.4
WO003608,M13B,2026-07-14 07:53:00,calibration,81.3
WO003609,M28B,2026-09-12 08:05:00,calibration,19.9
WO003610,M07A,2026-01-19 07:24:00,PM,65.8
WO003611,M04A,2026-02-20 18:35:00,inspection,31.4
WO003612,M19A,2026-05-19 17:38:00,PM,51.2
WO003613,M14B,2026-07-19 02:39:00,PM,77.2
WO003614,M13B,2026-04-27 21:26:00,PM,99.9
WO003615,M17A,2026-09-05 02:27:00,calibration,83.5
WO003616,M05A,2026-10-04 05:13:00,PM,114.7
WO003617,M25B,2026-01-22 04:36:00,corrective,88.0
WO003618,M13A,2026-10-12 13:19:00,PM,49.0
WO003619,M02A,2026-03-01 16:01:00,PM,99.0
WO003620,M26A,2026-02-25 23:57:00,PM,31.7
WO003621,M26B,2026-03-13 10:06:00,corrective,86.6
WO003622,M20B,2026-09-13 22:36:00,corrective,55.5
WO003623,M22B,2026-08-24 23:05:00,corrective,81.0
WO003624,M11B,2026-02-15 07:16:00,PM,70.8
WO003625,M15A,2026-05-31 03:22:00,corrective,111.6
WO003626,M03B,2026-07-02 05:51:00,corrective,28.4
WO003627,M25B,2026-04-25 21:57:00,PM,83.4
WO003628,M25B,2026-03-19 00:52:00,PM,34.8
WO003629,M27B,2026-01-30 10:59:00,calibration,14.7
WO003630,M22B,2026-06-12 11:45:00,PM,54.2
WO003631,M09A,2026-06-19 22:13:00,PM,74.6
WO003632,M24A,2026-01-17 00:40:00,corrective,12.4
WO003633,M16A,2026-04-17 07:08:00,PM,25.2
WO003634,M19A,2026-02-26 11:04:00,PM,131.1
WO003635,M23A,2026-01-29 07:23:00,PM,25.0
WO003636,M28B,2026-01-22 03:17:00,inspection,100.7
WO003637,M15A,2026-08-17 01:13:00,PM,24.7
WO003638,M14B,2026-09-23 18:02:00,inspection,38.2
WO003639,M16A,2026-06-25 01:03:00,PM,55.8
WO003640,M13B,2026-10-04 09:09:00,PM,20.2
WO003641,M17B,2026-01-04 17:54:00,PM,43.1
WO003642,M13A,2026-10-11 08:37:00,PM,56.6
WO003643,M06A,2026-09-21 03:46:00,PM,35.3
WO003644,M21A,2026-07-31 05:13:00,corrective,89.4
WO003645,M19A,2026-02-05 00:50:00,inspection,37.8
WO003646,M06B,2026-08-18 05:27:00,inspection,55.6
WO003647,M24B,2026-05-12 06:22:00,corrective,89.2
WO003648,M13B,2026-06-29 23:39:00,PM,38.5
WO003649,M07A,2026-01-05 19:49:00,PM,115.0
WO003650,M09A,2026-04-05 08:26:00,inspection,33.7
WO003651,M23B,2026-05-17 10:52:00,inspection,70.6
WO003652,M10B,2026-02-17 02:44:00,PM,38.6
WO003653,M24B,2026-07-14 03:17:00,calibration,125.2
WO003654,M25B,2026-05-10 17:48:00,PM,62.9
WO003655,M26B,2026-03-09 09:22:00,inspection,6.8
WO003656,M23A,2026-09-06 00:49:00,PM,21.5
WO003657,M25A,2026-07-03 04:58:00,corrective,71.0
WO003658,M02A,2026-07-02 02:06:00,calibration,5.0
WO003659,M17A,2026-01-31 09:13:00,corrective,29.7
WO003660,M05B,2026-05-14 12:07:00,corrective,67.1
WO003661,M17B,2026-05-03 01:20:00,inspection,89.8
WO003662,M25A,2026-05-21 16:50:00,calibration,28.5
WO003663,M27B,2026-07-28 01:26:00,PM,81.8
WO003664,M22B,2026-07-05 14:05:00,PM,59.3
WO003665,M08B,2026-01-11 22:20:00,corrective,8.4
WO003666,M20A,2026-07-25 20:58:00,PM,18.5
WO003667,M05B,2026-10-08 12:07:00,PM,68.8
WO003668,M10B,2026-03-14 01:03:00,PM,25.1
WO003669,M23B,2026-01-21 02:11:00,calibration,44.5
WO003670,M27A,2026-02-09 00:34:00,PM,39.9
WO003671,M26A,2026-10-22 03:18:00,corrective,44.8
WO003672,M10A,2026-02-05 03:36:00,corrective,100.7
WO003673,M04A,2026-08-29 11:54:00,calibration,46.9
WO003674,M28A,2026-09-05 18:10:00,inspection,92.8
WO003675,M08A,2026-06-19 09:24:00,PM,202.2
WO003676,M22A,2026-03-27 22:19:00,PM,26.6
WO003677,M10B,2026-05-15 11:45:00,PM,22.0
WO003678,M18A,2026-09-06 10:04:00,corrective,24.8
WO003679,M18A,2026-09-29 20:32:00,PM,38.0
WO003680,M25B,2026-07-01 12:26:00,PM,163.6
WO003681,M18A,2026-02-28 17:49:00,PM,74.6
WO003682,M25B,2026-08-07 01:53:00,PM,19.8
